Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
Maqsood Ahmad,M,23.0,178.0,60.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Masbah Ahmmed,M,21.0,,,Bangladesh,BAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Pascal Aho,M,,,,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Pascal Aho,M,,,,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
Kouame Calixte Aholou,M,21.0,174.0,65.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Herminio F. Ahumada Ortiz,M,24.0,175.0,,Mexico,MEX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,
Herminio F. Ahumada Ortiz,M,24.0,175.0,,Mexico,MEX,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,
Ren Ahumada Rodrguez,M,,,,Mexico,MEX,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Ren Ahumada Rodrguez,M,,,,Mexico,MEX,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
Toyoyi Aihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,
Toyoyi Aihara,M,22.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,
Harry Leslie Aikines-Aryeetey,M,27.0,180.0,87.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
Alessandro Aimar,M,25.0,178.0,68.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Alessandro Aimar,M,29.0,178.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
John Creyghton Ainsworth-Davis,M,25.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,
John Creyghton Ainsworth-Davis,M,25.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 100 metres,
Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 200 metres,
Iwao Aizawa,M,21.0,,,Japan,JPN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 100 metres Relay,
Edward Alabi Ajado,M,23.0,,,Nigeria,NGR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,
Edward Alabi Ajado,M,23.0,,,Nigeria,NGR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,
Edward Alabi Ajado,M,27.0,,,Nigeria,NGR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,
Edward Alabi Ajado,M,27.0,,,Nigeria,NGR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,
William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,
William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Kriss Kezie Uche Chukwu Duru Akabusi,M,25.0,185.0,81.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,M,29.0,185.0,81.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
Kriss Kezie Uche Chukwu Duru Akabusi,M,29.0,185.0,81.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,185.0,81.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kriss Kezie Uche Chukwu Duru Akabusi,M,33.0,185.0,81.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,
Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,
Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,
Kanji Akagi,M,23.0,,,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,
Avni Akgn,M,,,,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
Allan Akia,M,23.0,168.0,66.0,Papua New Guinea,PNG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
John Akii-Bua,M,22.0,188.0,77.0,Uganda,UGA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold
John Akii-Bua,M,30.0,188.0,77.0,Uganda,UGA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,
John Akii-Bua,M,30.0,188.0,77.0,Uganda,UGA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Edward Akika,M,23.0,176.0,66.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,
Eric Akogyiram,M,19.0,170.0,68.0,Ghana,GHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Eric Akogyiram,M,23.0,170.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Kossi Casimir Akoto,M,23.0,167.0,73.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Kossi Casimir Akoto,M,23.0,167.0,73.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
Kossi Casimir Akoto,M,27.0,167.0,73.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Kossi Casimir Akoto,M,27.0,167.0,73.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
"Solomon Sunday Osayande ""Sonny Ba"" Akpata",M,27.0,185.0,72.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,
Smart Ekiyegha-Akraka,M,26.0,170.0,64.0,Nigeria,NGR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Aleksandr Timofeyevich Aksinin,M,21.0,173.0,67.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Aleksandr Timofeyevich Aksinin,M,25.0,173.0,67.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,
Kemal Aksur,M,24.0,,,Turkey,TUR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Noah Akwu,M,21.0,160.0,74.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,
Kamil Al-Abbasi,M,26.0,183.0,77.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres Hurdles,
Kamil Al-Abbasi,M,26.0,183.0,77.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
Jamal Al-Abdullah Sulaiman Sultan,M,,170.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Jamal Al-Abdullah Sulaiman Sultan,M,,170.0,65.0,Qatar,QAT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
Sami Juma Sulaiman Al-Abdullah,M,25.0,174.0,65.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,
Sami Juma Sulaiman Al-Abdullah,M,29.0,174.0,65.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Saeed Ali Al-Adhreai,M,21.0,171.0,64.0,Yemen,YEM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Abbas Murshid Al-Aibi,M,,168.0,67.0,Iraq,IRQ,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,
Abdullah Sulaiman Al-Akbary,M,23.0,180.0,75.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,
Ahmed Mahmoud Al-Assiri,M,24.0,180.0,72.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Juma Al-Aswad Al-Makhoun,M,20.0,180.0,80.0,United Arab Emirates,UAE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Abdul Kareem Salah Al-Awad,M,22.0,170.0,63.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
Musayed Ayed Al-Azimi,M,31.0,,,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Bilal Said Mabrouk Al-Azma,M,17.0,171.0,68.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,
Mansour Ayoub Al-Baloushi,M,20.0,175.0,65.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Hamdan Awdah Al-Bishi,M,19.0,180.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Hamdan Awdah Al-Bishi,M,23.0,180.0,70.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Hamed Hamadan Al-Bishi,M,18.0,170.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Mohamed Fahd Al-Bishi,M,23.0,160.0,52.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
Mohamed Hamed Al-Bishi,M,20.0,170.0,65.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Hamed Al-Bishi,M,24.0,170.0,65.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Hamoud Abdallah Said Al-Dalhami,M,28.0,172.0,65.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Hamoud Abdallah Said Al-Dalhami,M,32.0,172.0,65.0,Oman,OMA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,
Hamad Mubarak Al-Dosari,M,18.0,179.0,73.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Jaman Al-Dosari,M,26.0,167.0,60.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,
Mohamed Jaman Al-Dosari,M,26.0,167.0,60.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Said Khalil Al-Dosari,M,24.0,174.0,72.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
Said Khalil Al-Dosari,M,24.0,174.0,72.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Youssef Matouq Al-Dosari,M,26.0,160.0,51.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,
Youssef Matouq Al-Dosari,M,26.0,160.0,51.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
Jasem Goma'an Al-Dowaila,M,21.0,188.0,75.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,
Jasem Goma'an Al-Dowaila,M,25.0,188.0,75.0,Kuwait,KUW,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,
Bahaa Al-Farra,M,21.0,175.0,65.0,Palestine,PLE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,
Bashir Ali Al-Fellah,M,,180.0,60.0,Libya,LBA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
Bader Aman Abdul Rahman Al-Fulaij,M,23.0,168.0,52.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Sulaiman Juma Obaid Al-Habsi,M,18.0,165.0,60.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Sulaiman Juma Obaid Al-Habsi,M,18.0,165.0,60.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Ibrahim M. Al-Hamaidi,M,18.0,177.0,68.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,
Khalil Ahmed Al-Hanahneh,M,24.0,171.0,70.0,Jordan,JOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,
Khalil Ahmed Al-Hanahneh,M,28.0,171.0,70.0,Jordan,JOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Mishal Sayed Al-Harbi,M,25.0,178.0,72.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,OMA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,
Barakat Mubarak Al-Harthi,M,28.0,173.0,67.0,Oman,OMA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
Mohamed Amour Salah Al-Hashimi,M,19.0,170.0,60.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,
Mohamed Amour Salah Al-Hashimi,M,19.0,170.0,60.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Abdullah Salim Al-Houti,M,23.0,172.0,69.0,Oman,OMA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
Mohamed Abdullah Salim Al-Houti,M,28.0,172.0,69.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Mohamed Abdullah Salim Al-Houti,M,28.0,172.0,69.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Ahmed H. Al-Imam,M,18.0,178.0,68.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Nazzar Al-Jamali,M,,178.0,68.0,Iraq,IRQ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,
Nazzar Al-Jamali,M,,178.0,68.0,Iraq,IRQ,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,
Rashid Ismail Al-Jirbi,M,,171.0,61.0,United Arab Emirates,UAE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Rashid Ismail Al-Jirbi,M,,171.0,61.0,United Arab Emirates,UAE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
Mansour Farhan Al-Juaid,M,24.0,175.0,62.0,Saudi Arabia,KSA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Abdullah Salem Al-Khalidi,M,34.0,170.0,66.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,
Basheer Mohamed Al-Khewani,M,18.0,175.0,68.0,Yemen,YEM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Sayed Mubarak Mufta Mubarak Al-Kuwari,M,24.0,183.0,76.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
Sayed Mubarak Mufta Mubarak Al-Kuwari,M,28.0,183.0,76.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,
Mohamed Amer Al-Rashed Al-Malky,M,21.0,176.0,62.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,
Mohamed Amer Al-Rashed Al-Malky,M,21.0,176.0,62.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Amer Al-Rashed Al-Malky,M,25.0,176.0,62.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Mohamed Amer Al-Rashed Al-Malky,M,25.0,176.0,62.0,Oman,OMA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Amer Al-Rashed Al-Malky,M,29.0,176.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
Mohamed Ali Al-Malky,M,17.0,173.0,65.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
Mohamed Said Al-Maskary,M,26.0,164.0,60.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Ahmed Hadib Al-Moamari Bashir,M,19.0,170.0,62.0,Oman,OMA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
Abdul Majeed Al-Mosawi,M,18.0,165.0,65.0,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
Ali Khamis Rashid Al-Neyadi,M,22.0,170.0,72.0,United Arab Emirates,UAE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Abdul Rahman Sultan Al-Nubi Faraj,M,20.0,192.0,77.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
Abdul Rahman Sultan Al-Nubi Faraj,M,24.0,192.0,77.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,
Mubarak Sultan Al-Nubi Faraj,M,18.0,185.0,72.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
Mubarak Sultan Al-Nubi Faraj,M,18.0,185.0,72.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Mubarak Sultan Al-Nubi Faraj,M,22.0,185.0,72.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Haji Bakr Al-Qahtani,M,23.0,173.0,63.0,Saudi Arabia,KSA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,
Ibrahim Khalef Al-Rabeeah,M,21.0,174.0,66.0,Kuwait,KUW,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
Hussain Taher Al-Sabee,M,20.0,187.0,85.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
Hussain Taher Al-Sabee,M,28.0,187.0,85.0,Saudi Arabia,KSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,
Jamal Abdullah Al-Saffar,M,24.0,175.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,
Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Jamal Abdullah Al-Saffar,M,28.0,175.0,70.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Omar Jouma Bilal Al-Salfa,M,18.0,170.0,67.0,United Arab Emirates,UAE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Saleh Ahmed Al-Saydan,M,17.0,170.0,70.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
Mohamed Al-Sehly,M,21.0,165.0,59.0,Saudi Arabia,KSA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
Fawaz Al-Shammari,M,35.0,182.0,76.0,Kuwait,KUW,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
Fawzi Dahesh Al-Shammari,M,21.0,185.0,65.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,
Fawzi Dahesh Al-Shammari,M,21.0,185.0,65.0,Kuwait,KUW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,
Fawzi Dahesh Al-Shammari,M,25.0,185.0,65.0,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
Hashim Alaoui Al-Sharfa,M,23.0,186.0,68.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,
Barakat Salim Al-Sharji,M,16.0,178.0,60.0,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,
Abdullah Mohamed Al-Sheib,M,23.0,181.0,77.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,
Abdullah Mohamed Al-Sheib,M,27.0,181.0,77.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,
Jahad Abdullah Al-Sheikh,M,28.0,174.0,68.0,Oman,OMA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Hadi Soua'an Al-Somaily Jaadan,M,19.0,191.0,72.0,Saudi Arabia,KSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,
